Diffusion_name,Territoire,Type,Type d'intervenant.e,Permanents,Bénévoles,Nb de pros,Contact(s) lié(s),Nb de bénéficiaires,Date,Compte-rendu,Prochaines étapes,Retour ?,Fiches,Organisme (from Fiches),Photos,Personne à informer de ce CR
Sensi spontanée Espace les Monis,94,Rencontre structure,Salarié.e,Suzanne Danvin,,1.0,,0.0,22/9/2021,"Sensi spontanée un mercredi après-midi (env. 5min)

Rencontre d'une animatrice (?)
> présentation rapide de Soliguide
> rappel du compte pro (déjà créé par qqun dans la structure) : elle a pris mes coordonnées pour les communiquer à sa collègue en charge de la Com

100 flyers donnés",,,Espace les Monis ,Espace les Monis,,
Sensi spontanée CCAS de Vitry,94,Rencontre structure,Salarié.e,Suzanne Danvin,,1.0,,0.0,22/9/2021,"Sensi spontanée un mercredi après-midi (env. 5min)
Je cherchais le PAD de l'hôtel de ville, mais apparemment il n'existe plus... (info donnée au desk d'accueil) ; on m'a orientée vers le CCAS qui se trouve dans la mairie

Rencontre d'un agent d'accueil du CCAS :
> présentation rapide de Soliguide
> dépôt de 100 flyers : la personne m'a indiqué qu'elle devait voir avec sa Resp si elle pouvait disposer les flyers. Je lui ai donné mes coordonnées pour qu'elle prenne contact avec moi",,,CCAS de Vitry-sur-Seine,CCAS Vitry-sur-Seine,,
Sensi spontanée Médiathèque Nelson Mandela,94,Rencontre structure,Salarié.e,Suzanne Danvin,,1.0,Valérie VAN HOOF,0.0,22/9/2021,"Sensi spontanée un mercredi après-midi (env. 10min)

Rencontre de la personne à l'accueil, qui s'occupe également des ateliers numériques
> présentation rapide de Soliguide
> présentation du compte pro  : elle m'a donné son adresse mail pour que je lui envoie le mail d'invitation
> proposition sensi (équipe & usagers, via pourquoi pas un atelier numérique)

100 flyers donnés",- Mail compte pro + proposition sensi,,Bibliothèque Nelson Mandela,Bibliothèque Nelson Mandela - Ville de Vitry-sur-Seine ,,
Sensi spontanée PIJ de Vitry,94,Rencontre structure,Salarié.e,Suzanne Danvin,,1.0,Lalia CHAOUCH,0.0,22/9/2021,"Sensi spontanée un mercredi après-midi (env. 10min)

Rencontre de Lalia Chaouch à l'accueil
> présentation rapide de Soliguide : elle connaissait déjà très bien, et avait déjà utilisé les exports aide alim de cet été
> présentation du compte pro : elle m'a donné son adresse mail pour que je lui envoie l'invit. Je viens de voir qu'elle était déjà admin !
> proposition sensi (équipe & usagers) : a semblé intéressée !

100 flyers donnés",Mail rappel compte pro + proposition sensi,Retour positif,Point Information Jeunesse Vitry-sur-Seine,PIJ de Vitry-sur-Seine ,,
Action commune avec ADN Mobile (ASTS),75,Permanence,Service civique,Solinum Paris,,1.0,,2.0,22/9/2021,"Action et CR par Alexine (VSC)

Installation d'un poste ADN Mobile, aide aux démarches en ligne par l'association ASTS, à côté de La Poste d'Avenue d'Italie. 

Il est difficile de sensibiliser dans la rue car les personnes sont souvent pressées / ne sont pas le public cible / ne savent pas que nous sommes là. 

J'ai pu parler du Soliguide à quelques personnes mais n'étant pas (ne se sentant pas?) vraiment concernée elles n'étaient pas très réceptives. 

Il y aurait néanmoins sans doute des actions à faire directement à la Maison de la médiation numérique, qui reçoit beaucoup de public. ",,,Maison de la Médiation Numérique du 13ème,Association ASTS,,
Rencontre Secours Populaire,93,Rencontre structure,Salarié.e,Coline Rollet,,2.0,Valérie Méallier,0.0,22/9/2021,"Rencontre avec Valérie Méalier, directrice de la fédération du Secours Pop 93, et Jocelyne (?), responsable de la relation entre le siège et les comités (ancienne responsable du comité de Saint-Denis)

Discussion autour des comptes pros : pas possible d'en créer un au niveau de la fédération, il va falloir que les comités chacun leur compte/pour cela, il faut l'appui de la fédération avant l'intervention de Soliguide :
==> Coline ramène 50 affiches et un carton de flyers à la délégation
Congrès Secours Populaire le 16/10 : communication sur Soliguide + intervention de Valérie Méalier pour le présenter aux comités 
Ensuite, Jocelyne organise des réunions de comités (4 au total, représentant les 4 territoires du département) et Coline intervient pour présenter Soliguide plus en détail et créer les comptes professionnels : à suivre !

COOP : veulent bien participer à mon prochain COOP, en compagnie des grandes têtes de réseaux

Vont nous communiquer des infos au Secours Populaire à intégrer dans la newsletter Soliguide 93 (contrepartie de leurs ""services rendus"")",,,"Secours Populaire - Fédération de la Seine-Saint-Denis - Romainville,Antenne du Secours Populaire de Breil sur Roya,Vestiaire Secours Populaire de la Vésubie,Antenne Secours Populaire de la Vésubie","Secours Populaire Français - fédération de la Seine-Saint-Denis,Secours populaire (06),Secours populaire (06),Secours populaire (06)",,
Rencontre Novemploi (Forum de l'emploi ESS 11ème) ,75,Rencontre structure,"Salarié.e,Service civique","Jeanne Ovart,Solinum Paris",,2.0,MANE Mame,0.0,22/9/2021,"Sensi réalisée avec Alexine :
Suite au forum de l'emploi ESS du 11ème, nous avons pu rencontrer cette structure (qui était en brouillon depuis 2019).
Ils sont intéressés par le guide et nous ont expliqué leurs activités","-leur envoyer un mail pour créer leur compte pro
-les passer en ligne",,Novemploi,Association intermédiaire d'insertion | Novemploi,,
Rencontre Secours Emploi (Forum de l'emploi ESS 11ème),75,Rencontre structure,"Salarié.e,Service civique","Jeanne Ovart,Solinum Paris",,1.0,Amélie Drot,0.0,22/9/2021,"Sensi réalisée avec Alexine :
Suite au forum de l'emploi ESS du 11ème, nous avons pu rencontrer cette structure.
Ils sont intéressés par le guide et nous ont expliqué leurs activités","-leur envoyer le compte pro
",,Secours emploi,Association intermédiaire d'insertion | Secours emploi,,
Rencontre Association Mercœur (Forum de l'emploi ESS 11ème) ,75,Rencontre structure,"Salarié.e,Service civique","Jeanne Ovart,Solinum Paris",,3.0,Anaïs WOLFF,0.0,22/9/2021,"Sensi réalisée avec Alexine :
Suite au forum de l'emploi ESS du 11ème, nous avons pu rencontrer cette structure.
Ils sont super intéressés par le guide et nous ont expliqué leurs activités. 
La personne rencontrée (Caroline) partira en novembre de la structure mais veut que l'on commence à mettre en place des actions ensemble (présentation de notre asso, donner des flyers).","-envoyer un mail avec le compte pro
-prévoir des temps de formations à l'équipe mais aussi aux bénéficiaires ",,L'association MJC Paris Mercoeur,Mairie de Paris | Association MJC Paris Mercoeur,,
Sensi pro Solidarité internationale Vitry,94,Rencontre structure,Salarié.e,Suzanne Danvin,,6.0,Catherine LAHAYE,0.0,22/9/2021,"Rencontre dans leurs locaux
Présents : directrice + 1 agent admin + 1 bénévole + 2 stagiaires + 1 AS. Aucun ne connaissait Soliguide.

Présentation & démo de Soliguide + Q/R :
- intéressés pour connaître les autres assos de dom + savoir si elles sont en capacité de domicilier de nouvelles personnes (saturation)
- manque sur Soliguide : logement
- sont en lien avec le GAS qui leur avait demandé un coup de main sur la dom, mais n'ont plus eu de contacts depuis
- rencontrent des pb pour orienter à la PASS
- pbtiques de financement
- sur la dom, ont l'agrément pour toutes les villes du 94 (= pas restreints à 1 ou quelques villes)
- sont en lien avec la DRIHL, qui envoie d'ailleurs la liste des structures de dom avec le détail sur la sectorisation --> à récup auprès de la DRIHL !!!
- compte pro : MicKaël Lebrasseur (référent numérique) va s'en occuper","- Envoi mail remerciements avec lien compte pro
- Demande liste dom à la DRIHL",,Solidarité Internationale,Solidarité Internationale,,
Rencontre La petite Rockette (Forum de l'emploi ESS 11ème) ,75,Rencontre structure,"Salarié.e,Service civique","Jeanne Ovart,Solinum Paris",,1.0,,0.0,22/9/2021,"Sensi réalisée avec Alexine :
Suite au forum de l'emploi ESS du 11ème, nous avons pu rencontrer cette structure (qui n'était pas dans la BDD).
Ils sont intéressés par le guide et nous ont expliqué leurs activités","-Référencer en brouillon leur structure 
-Leur envoyer avec un compte pro pour la passer en ligne",,La Rockette Père Lachaise,La Petite Rockette,,
Rencontre L'esprit du vent (Forum de l'emploi ESS 11ème) ,75,Rencontre structure,"Salarié.e,Service civique","Jeanne Ovart,Solinum Paris",,1.0,,0.0,22/9/2021,"Sensi réalisée avec Alexine :
Suite au forum de l'emploi ESS du 11ème, nous avons pu rencontrer cette structure (qui n'était pas dans la BDD).
Ils sont intéressés par le guide et nous ont expliqué leurs activités","-Référencer en brouillon leur structure 
-Leur envoyer avec un compte pro pour la passer en ligne",,Compagnie l'Esprit du vent - Accompagnement dans l'insertion professionnelle par le théâtre,Compagnie l'Esprit du vent ,,
Rencontre Carton Plein (Forum de l'emploi ESS 11ème) ,75,Rencontre structure,"Salarié.e,Service civique","Jeanne Ovart,Solinum Paris",,1.0,,0.0,22/9/2021,"Sensi réalisée avec Alexine :
Suite au forum de l'emploi ESS du 11ème, nous avons pu rencontrer cette structure (qui n'était pas dans la BDD).
Ils sont intéressés par le guide et nous ont expliqué leurs activités","-Référencer en brouillon leur structure 
-Leur envoyer avec un compte pro pour la passer en ligne",,Carton Plein - Atelier Est,Carton Plein,,
Rencontre Régie de quartier (Forum de l'emploi ESS 11ème) ,75,Rencontre structure,"Salarié.e,Service civique","Jeanne Ovart,Solinum Paris",,1.0,,0.0,22/9/2021,"Sensi réalisée avec Alexine :
Suite au forum de l'emploi ESS du 11ème, nous avons pu rencontrer cette structure.
Ils sont intéressés par le guide et nous ont expliqué leurs activités",-leur envoyer un mail pour créer leur compte pro,,Régie de quartier Fontaine au roi,Régie de quartier | Fontaine au roi,,
Réunion veille sociale Montpellier,34,Réunion de coordination,Salarié.e,Servane Baron,,40.0,Lucas Vigroux,,22/9/2021,"Réunion Veille sociale de septembre
Ces rendez-vous ont lieux une fois par trimestre. 
Il y a un observatoire de la solidarité à la Métropole. 
Il existe également un réseau de distribution de produits d’hygiène. 
En janvier aura lieu la nuit de la Solidarité le 20 janvier 2022. 


Tour de table et les chiffres
Depuis décembre 2020, il y a une augmentation du sans-abrisme avec une augmentation de 10%. Sur l’accueil de jour, il y a eu une augmentation de 24% des bénéficiaires en aout. 
•	Sur l’hébergement d’urgence (115) : il y a environ 300 appels par jour et ils sont saturés au niveau de l’hébergement. Le taux de réponse positive est faible (71%). 
•	Sur le Samu social : 1/3 des femmes. 1000 rencontres au mois et augmentation des familles à la rue. 
•	Restos du cœur : baisse de bénéficiaires au camion. Ils ont fait de la distribution en aout et ils ne savent pas où sont passés les bénéficiaires. 
•	Hygiène : distribution de kits une fois tous les premiers lundis du mois. 
•	Mairie de Montpellier : ils ont les états généraux de la solidarité qui se termine le 16 octobre. Ils vont augmenter les logements pour les réfugiés de la crise afghane. Il y a un gros enjeu sur l’habitat solidaire. Guide montpellier solidaire. Julien Tranier Lagarrigue - CS Mairie de Mtp – 06 34 67 01 39
•	Open joye : ils s’occupent de la prostitution et de colis alimentaires. 
•	Pause : ils ont un accueil de jour et ils font 400 petits dej’ 
•	Sluping Coalia : mise à disposition d’hébergement (40 places) à partir de 9h30
•	SSVP : 500 repas / j 
•	Halte solidarité (accueil de jour) : 200 personnes accueillis et baisse depuis janvier 2021. 
•	APS 34 : ils sont à figurole plan cabane / centre ville / Aiguelongue et ils font de la médiation sociale tous les mardis et mercredis. Il y a une problématique de démentellement des bidonvilles. Ils essaient d’orienter les jeunes de 12 à 25 ans. 
•	Bulle nomade : ils font des douches solidaires. 
•	La table d’anouk : ils sont les lundis à Antigone. Ils font de la distribution / de l’accès aux soins / logement. Augmentation du nombre de retraité et de femmes avec enfants constatés
•	Pass psy : augmentation des personnes 
•	L’unip : enjeu d’orientation 
•	La métropole : ils ont un guide à destination des montpellierain, il faut se coordonner avec eux. Ils ont deux observatoires dont 1 sur l’aide alim et 1 sur le sans-abrisme. 
•	Deliv’rue : fonctionne avec les particuliers qui cuisinent. Ils vont développer le carillon avec la cloche. 


Sur l’appli pratique  Ils sont en phase de test. Il faudra se coordonner avec eux sur la communication notamment. 

Il va y avoir un GT maraude où on pourra participer. 

Projet de distribution de produits d’hygiène qui sera opérationnel en fin d’année. 
L’Insee va répertorier le sans-abrisme cette année et ça va être mutualisé avec la nuit de la solidarité. 
Un outil de recensement des publics va également être créé sous l’égide de la FAS. 
Marion lièvre  chercheuse à la métropole qui va s’occuper de l’observatoire du sans abrisme et elle va cartographier. 
Il y a beaucoup de bidonville à Montpellier. 

",,,,,,
