Sujet de la remontée,Référent,Personne à contacter,Adresse mail à contacter,Type de source,Source,Comportement souhaité,Plate-forme,Date de renseignement,Backlog web,Backlog app,Impact,Photo,Informations complémentaires,"Si c'est un bug, comment l'as-tu trouvé ?",Etat,Fonctionnalités générales,Type,Urgence,Roadmap copy,🧐 Bug ? RU ? Idée ?,Slack (from Référent),Traité le ,Référent de la remonté,Synchro AT soliguide
,Théo Dumouchel,,,Equipe Soliguide,,Que les nouvelles fiches apparaissent dans la recherche,Plate-forme Web V2,12/5/2021,557-Affichage de toutes les structures concernées dans la recherche,,Mineur,,,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Alexandra lefeivre,,,Equipe Soliguide,,J'aimerais avoir des résultats :) ,Plate-forme Web V2,12/5/2021,,,Majeur,"Capture soli1.PNG (https://dl.airtable.com/.attachments/cc65961a7bf0b8a76d2f7a135d33b296/6fb441ff/Capturesoli1.PNG),Capture soli2.PNG (https://dl.airtable.com/.attachments/9bcb841eec2ec238675adc36db6bed2f/5f538fdf/Capturesoli2.PNG)",,Google et je ne vide jamais mes cookies. Je précise que cela fonctionne en navigation privée.,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Jeanne Ovart,,,Equipe Soliguide,,"Idées d'amélioration : intégrer, sous les modalités d'accès, une coche proposant à la structure de faire apparaitre ou non sa structure dans la recherche Soliguide.

Si elle accepte, lui expliquer que tous pourront la voir sans préciser son adresse mais que sa ville
Si elle refuse, seuls les détenteurs des comptes pros peuvent voir ces fiches (comme maintenant)",Plate-forme Web V2,11/5/2021,,,Mineur,,,,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Gian Barboni,,,Equipe Soliguide,,"Je souhaiterais pouvoir les réinviter à l'adresse indiquée (phenix.bordeaux@outlook.fr). Si c'est possible, ce serait bien qu'on supprime le compte lié à cette adresse, afin que je puisse retenter l'invitation sans qu'on me dise que l'adresse mail est déjà utilisée.",Plate-forme Web V2,10/5/2021,,,Majeur,"invitation expirée.jpg (https://dl.airtable.com/.attachments/ea65925bec2e9d3d51ffd58774f37a72/6c30e686/invitationexpire.jpg),plus d'administrateur.jpg (https://dl.airtable.com/.attachments/1ad90c1c68240815a4ca83bdb230d198/e90f2ca8/plusdadministrateur.jpg),adresse utilisée.jpg (https://dl.airtable.com/.attachments/4deb5a775c32094d7b0f3d2b7830a0c7/28ad5b02/adresseutilise.jpg)","https://soliguide.fr/manage-organisation/3442

https://soliguide.fr/register/6082d8a41c94413d7d421cf0",,Traité,👯‍♂️ Gestion des utilisateurs,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Noëlène Guérin,,,Equipe Soliguide,,"Ce serait bien du coup d'en laisser un seul mais qui fonctionne =) 
",Plate-forme Web V2,6/5/2021,"""424-CTA """"Toute les catégories"""" sur la page d'accueil""",,Mineur,Brique toutes les catégories - Accueil.JPG (https://dl.airtable.com/.attachments/bef4b746f5f0d1e4409ac4d39f2c76dd/e4d0654e/Briquetouteslescatgories-Accueil.JPG),https://soliguide.fr/,"Juste en allant sur la page d'accueil de Soliguide, je voulais cliquer sur ""Toutes les catégories"" pour préparer ma présentation Soliguide pendant laquelle je propose de montrer les catégories dispo sur le site. Mais au moins, la brique du dessous en bleu marine fonctionne =) 

Bon courage ♥",Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Victoria Mandefield,,,Equipe Soliguide,,que activités diverses et sportives apparaissent,Plate-forme Web V2,5/5/2021,,,,,,,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Victoria Mandefield,,,Equipe Soliguide,,que les accueils de jour de la croix-rouge remontent dans les résultats,Plate-forme Web V2,5/5/2021,,,,,,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Victoria Mandefield,,,Equipe Soliguide,,Que les bains douches remontent - plus largement que les pluriels soient pris en compte,Plate-forme Web V2,5/5/2021,,,,,,,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Suzanne Danvin,,,Equipe Soliguide,,"Que la catégorie ""Santé"" me soit proposée quand je tape ""Santé"".",Plate-forme Web V2,5/5/2021,,,Mineur,Santé.PNG (https://dl.airtable.com/.attachments/8e0f68a6fc16055415542b1c745e0150/2d89c95e/Sant.PNG),,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Victoria Mandefield,,,Equipe Soliguide,,"Aller directement sur ""https://fiches.soliguide.fr"" (y'a juste à changer le lien, le reste est fait)",Plate-forme Web V2,4/5/2021,365-Lien fiche pratique,,Négligeable,,,,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Yassine,,,Autre,,"Que j'annule ou que je valide l'impression, je souhaite rester sur la même page ensuite",Plate-forme Web V2,26/4/2021,86-Annuler une impression,,Majeur,,Sur n'importe quel fiche,MacOS - Chrome 91,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Servane Baron,,,Equipe Soliguide,,Avoir toutes les fiches qui apparaissent. ,Plate-forme Web V2,23/4/2021,128-BUG - Les structures récemment ajoutées n'apparaissent pas dans la recherche,,Critique,"bug recherche 2.png (https://dl.airtable.com/.attachments/b4749cf16ee59ba92248ddcbf0c3e2f8/b0eaf318/bugrecherche2.png),bug recherche.png (https://dl.airtable.com/.attachments/2f14609404c1950d2c2a9a14de68b485/4a312e4f/bugrecherche.png)","https://soliguide.fr/search/alpes-maritimes/formation-emploi
Il devrait y avoir des résultats, notamment vers Grasse, or rien y est malgré le rétablissement du bug. ",En faisant la recherche car catégorie et par recherche textuelle. Sur chrome et edge.,Traité,Regroupement de tous les tickets liées aux bugs sur la recherche,Bug,,,,,4/11/2021 12:07pm,,
,Servane Baron,,,Equipe Soliguide,,Avoir ces fiches visibles ,Plate-forme Web V2,23/4/2021,,,Majeur,pb services.png (https://dl.airtable.com/.attachments/6510f040642fc6012d26851666b47526/51a00328/pbservices.png),"J'ai repéré cela sur deux fiches : https://soliguide.fr/manage-place/11818
https://soliguide.fr/manage-place/11817",En mettant la fiche en ligne après avoir modifié un truc dans les modalités d'accès,Traité,Regroupement de tous les tickets liées aux bugs sur la recherche,Bug,,,,,4/11/2021 12:07pm,,
,Lorène Kiény,,,Equipe Soliguide,,"1/ Affichage correct
2/ Bandeau de saturation > ergonomie",Plate-forme Web V2,23/4/2021,129-Bug d'affichage ,,Mineur,Capture d’écran 2021-04-23 à 13.55.23.png (https://dl.airtable.com/.attachments/4d4b062430607f45e1e6781daf1127eb/68129610/Capturedecran2021-04-23a13.55.23.png),,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Théo Dumouchel,,,Equipe Soliguide,,Avoir une suggestion de recherche,Plate-forme Web V2,22/4/2021,,,Majeur,Capture.PNG (https://dl.airtable.com/.attachments/569b3fe644abe51b1956ee8a14f79603/052f5b56/Capture.PNG),,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Charlotte Camard,,,Ne sait pas,https://app.crisp.chat/website/6b9552e0-e4cd-404a-905b-215ea25692b0/inbox/session_00a57741-a364-4697-a127-40bdbc5e79de/,,Plate-forme Web V2,22/4/2021,,,Majeur,,Edge 87.0.664.47Windows 7,,Traité,Regroupement de tous les tickets liées aux bugs sur la recherche,Bug,,,,,4/11/2021 12:07pm,,
,Charlotte Camard,,,Ne sait pas,https://app.crisp.chat/website/6b9552e0-e4cd-404a-905b-215ea25692b0/inbox/session_af77f3cb-6455-4bfa-b165-0cdde88ba874/,,Plate-forme Web V2,20/4/2021,,,Majeur,,Edge 89.0.774.77Windows 10,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Victoire Heymelot,,,Equipe Soliguide,,que ça marche :),Outils (pour collaborateurs),20/4/2021,,,Négligeable,IMG_20210420_181927.jpg (https://dl.airtable.com/.attachments/385d028b62933585802af8024bf52626/4ce7bfb3/IMG_20210420_181927.jpg),,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Victoria Mandefield,Marie Merveille,marie.merveille@indre.gouv.fr,Partenaire institutionnel,DDETSPP de l'indre,Que l'adresse soit acceptée,Plate-forme Web V2,15/4/2021,77-Format des emails lors de l'inscription,,Critique,image.png (https://dl.airtable.com/.attachments/42f3da5c3ff3b41012b1054b01227b9f/7a458729/image.png),"Je mets en critique parce que faut pas avoir l'air con devant des financeurs potentiels, mais sinon c'est pas un bug handicapant dans l'utilisation",,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Victoria Mandefield,,,Equipe Soliguide,,ne pas être obligé d'indiquer une adresse mail de contact pour les organisations,Plate-forme Web V2,15/4/2021,,,Négligeable,image.png (https://dl.airtable.com/.attachments/b28a66996b56e1360ddd6d45f141d89d/0dd72537/image.png),,,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Victoria Mandefield,,,Equipe Soliguide,,Que l'équipe solinum ne soit pas indiqué comme administrateur des organisations qu'elle créé,Plate-forme Web V2,15/4/2021,310-#BUG affichage admin Soliguide,,Mineur,image.png (https://dl.airtable.com/.attachments/3e5a1d39efa1abbca37cabd80ddaed0c/dd873061/image.png),,,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Noëlène Guérin,,,Equipe Soliguide,,Que le bouton fonctionne dès le premier clic =) ,Plate-forme Web V2,15/4/2021,93-Bouton modalité d'accès dans les services,,Mineur,Modalités d'accès dans les services d'une fiche.JPG (https://dl.airtable.com/.attachments/cfb8d6f9ad366cd1a9641addec57dac5/b6bcf550/Modalitsdaccsdanslesservicesdunefiche.JPG),C'est le cas pour toutes les fiches quand on veut changer les modalités d'accès d'un service =),"Sur Soliguide.fr, sur une fiche :
""Editer la fiche""
Dans les services d'une fiche : 
""Mettre à jour""
Cliquer sur un service ou ajouter un service 
Cliquer sur le bouton de ""Modalités d'accès différentes""
Le bouton s'active, mais impossible de modifier les infos. Il faut cliquer une seconde fois pour voir apparaître l'espace de modification. 
IDEM quand on veut défaire l'action :
Si je clique de nouveau sur le bouton ""Modalités d'accès différentes"" pour désactiver cette info, le bouton se désactive, mais l'espace de modification reste ouvert. Il faut alors cliquer de nouveau pour que cet espace se ferme. 

Bon courage ♥",Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Théo Dumouchel,,,Ne sait pas,https://app.crisp.chat/website/6b9552e0-e4cd-404a-905b-215ea25692b0/inbox/session_6a437183-677c-4405-a9bf-c63010f7e54d/,Que la personne en question puisse avoir des résultats suite à sa recherche,Plate-forme Web V2,15/4/2021,,,Critique,uTg5V7UjfuhuUnTYyy2_uqx4FCqTbLY8KsMY-wvlqDicCD-9cqEpOMr6uKKAwQgT7-rPDkSdLv7OFq0YTd_Qz1uhPGoHxAjKhlH1xoQAqDnXXv3q1L6OdAG7_K-DwW7Lhw5eaYVLt37FsCBEH7M3_U_wWQEGsD28QnxBxUvF_9s (https://dl.airtable.com/.attachments/d3a1c7460be0d1c49235826b495cfd89/f73742c3/uTg5V7UjfuhuUnTYyy2_uqx4FCqTbLY8KsMY-wvlqDicCD-9cqEpOMr6uKKAwQgT7-rPDkSdLv7OFq0YTd_Qz1uhPGoHxAjKhlH1xoQAqDnXXv3q1L6OdAG7_K-DwW7Lhw5eaYVLt37FsCBEH7M3_U_wWQEGsD28QnxBxUvF_9s),Chrome 89.0.4389.128Windows 10,,Traité,Regroupement de tous les tickets liées aux bugs sur la recherche,Bug,,,,,4/11/2021 12:07pm,,
,Blanche ADOU-NIANGORAN,,,Structure de l'action sociale,https://app.crisp.chat/website/6b9552e0-e4cd-404a-905b-215ea25692b0/inbox/session_52545ec6-7887-4288-8d7b-64e68e28d3a4/,Que la personne puisse visualiser la liste des résultats. ,Plate-forme Web V2,15/4/2021,,,Mineur,,Chrome 89.0.4389.128Windows 10,,Traité,Regroupement de tous les tickets liées aux bugs sur la recherche,Bug,,,,,4/11/2021 12:07pm,,
,Victoire Heymelot,,,Association,Dynamixt,"Que le bandeau temporaire apparaisse ainsi que la fiche lorsque nous sommes déconnectés de soliguide, comme un utilisateur lambda",Plate-forme Web V2,15/4/2021,,,Majeur,,le lien de la conv crisp: https://app.crisp.chat/website/6b9552e0-e4cd-404a-905b-215ea25692b0/inbox/session_52545ec6-7887-4288-8d7b-64e68e28d3a4/ ,,Traité,Regroupement de tous les tickets liées aux bugs sur la recherche,Bug,,,,,4/11/2021 12:07pm,,
,Servane Baron,,,Partenaire institutionnel,https://app.crisp.chat/website/6b9552e0-e4cd-404a-905b-215ea25692b0/inbox/session_10c47b68-320e-4347-a46f-4d78c657d7d2/,"Avoir toutes les fiches sur ""gérer mes structures""",Plate-forme Web V2,15/4/2021,,,Mineur,,Chrome 89.0.4389.128Windows 10,"Créer une fiche Soliguide, valider la première étape d'information mais ca ne fonctionne pas. Recréation d'une fiche et ainsi de suite jusqu'à ce que ca fonctionne. ",Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Victoire Heymelot,le directeur,anade@anade.fr,Structure de l'action sociale,A.N.A.D.E,Que le lien fonctionne et renvoie à leur site,Plate-forme Web V2,14/4/2021,,,Majeur,"site internet.PNG (https://dl.airtable.com/.attachments/ae445e08bb64591d5550a9e4468e2c5c/7f7824d7/siteinternet.PNG),erreur qui s'affiche quand on clique sur le lien.PNG (https://dl.airtable.com/.attachments/a7c1b2777776f98368e9a4fbcdaf7bd8/5069be72/erreurquisaffichequandoncliquesurlelien.PNG)","https://soliguide.fr/fiche/a-e-nantes-4945
https://soliguide.fr/www.anade.fr.","sur Soliguide, il y a un lien pour renvoyer à leur site internet. Le lien renvoie normalement vers ""http://www.anade.fr./"". Or, quand on clique dessus, on arrive sur une page erreur 404 car l'adresse devient: https://soliguide.fr/www.anade.fr.",Traité,,,,,,,4/11/2021 12:07pm,,
,Servane Baron,Franck Aliotti,faliotti@paysdegrasse.fr,Partenaire institutionnel,Communauté d'agglo de Grasse,Qu'il puisse réinitialiser son mot de passe.  ,Plate-forme Web V2,14/4/2021,98-BUG modification de mot de passe,,Critique,,Exemple de lien de réinitialisation : https://soliguide.fr/reset-password/$2a$04$wl0ff7K/Yu4rsphLzqyCaO23czaYH8NzvzXYiccuUCxtoodUQYkGK,Il a cliqué sur le lien envoyé par mail pour réinitialiser son MDP. ,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Servane Baron,,,Equipe Soliguide,,Avoir toutes les fiches qui apparaissent dans gérer les structures (j'en ai que 120 et quelque alors qu'il y en a plus). ,Plate-forme Web V2,14/4/2021,,,Mineur,recherche soli.png (https://dl.airtable.com/.attachments/f1c71d9f35d39530fe93496b79ff743a/6b5aa99f/recherchesoli.png),,En faisant une recherche par ville. ,Traité,Regroupement de tous les tickets liées aux bugs sur la recherche,Bug,,,,,4/11/2021 12:07pm,,
,Emilie Donque,,,Equipe Soliguide,,Il faudrait que les fiches se retrouvent sur le soliguide également sans passer par le lien airtable. Merci ! :),Plate-forme Web V2,13/4/2021,307-BUG - Fiche non trouvable dans la recherche,,Majeur,,"Lien airtable: https://airtable.com/tbl2ct2JGzizvGCVU/viwmJgXVhJpmHX8fz?blocks=hide 
Lien soliguide: https://soliguide.fr/manage-place/search  
Lien de la fiche en question: https://soliguide.fr/fiche/11665  ","Je l'ai trouvé en parcourant mes fiches pour appeler les structures depuis la page ""gérer mes structures"". 
Merci pour ton aide!",Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Philippe Nieto,,,Equipe Soliguide,,Faire en sorte que le bandeau jaune s'affiche quelque soit la date,Plate-forme Web V2,12/4/2021,89-Update bandeau info temporaire,,Critique,IMG_20210412_133348.jpg (https://dl.airtable.com/.attachments/6aedd6dec81d8a52c5387bcd8a7a986a/84fa2b26/IMG_20210412_133348.jpg),,En continuant le travail de mise à jour,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Victoire Heymelot,,,Equipe Soliguide,,Que la case compte pro ne soit pas cochée sur AT quand il n'y en a pas. ,Outils (pour collaborateurs),9/4/2021,292-Script AT : case compte crée,,Majeur,"airtable compte créé.PNG (https://dl.airtable.com/.attachments/766dbef9d178a642d671bcfbf9125e59/f6590907/airtablecomptecr.PNG),pas de compte soliguide.PNG (https://dl.airtable.com/.attachments/e8dd062668c89f97890567f9a45ad379/38d83cf8/pasdecomptesoliguide.PNG)",,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Victoire Heymelot,,,Equipe Soliguide,,Que les deux soient cohérents.,Outils (pour collaborateurs),9/4/2021,,,Majeur,"fiche 10023.PNG (https://dl.airtable.com/.attachments/b58464eada6a9ef0385b3f3d5b99e6e5/0280c9be/fiche10023.PNG),fiche 10023 at.PNG (https://dl.airtable.com/.attachments/78c152ed3f30fc8a8db7c75d0604ddef/704ada0c/fiche10023at.PNG)",,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Noëlène Guérin,,,Equipe Soliguide,,"Que le bouton ""supprimer la fiche"" supprime la fiche concernée.",Plate-forme Web V2,8/4/2021,76-Suppression d'une fiche,,Négligeable,Supprimer la fiche.JPG (https://dl.airtable.com/.attachments/60645857895a9a61e55e456a29c81fbd/780f641b/Supprimerlafiche.JPG),,"C'est après avoir trouvé un doublon quand j'ai entré une adresse que j'ai voulu supprimé une des deux fiches. C'est là que j'ai compris que le bouton ""supprimer la fiche"" ne fonctionnait pas. 

Cheminement au cas où le bug ne serait effectif que sur cette fiche :
https://soliguide.fr/manage-place/11379
> éditer la fiche
> mettre à jour informations générales
> enregistrement de l'adresse
> signalement de doublons
> ouverture des deux fiches doublons proposées
https://soliguide.fr/fiche/11379
https://soliguide.fr/fiche/11380
> sur le second lien (fiche 11380) ""éditer la fiche""
> Clic sur ""Supprimer la fiche"" 
---> Bug <---
La page se fige et l'action n'est pas prise en compte.",Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Alice De Ronne,,,Equipe Soliguide,,"Qu'il soit écrit ""Ajoutez vos différents établissements afin de diffuser l'information sur soliguide"" ",Plate-forme Web V2,8/4/2021,127-Correction orthographe,,Majeur,fautes d'ortho.png (https://dl.airtable.com/.attachments/bc1dcd9b725bd819f2cb8e1c40386146/d1272e77/fautesdortho.png),,,Traité,,Retour Utilisateur,,,,,4/11/2021 12:07pm,,
,Charlotte Camard,,,Ne sait pas,https://app.crisp.chat/website/6b9552e0-e4cd-404a-905b-215ea25692b0/inbox/session_2cdd05b0-ca4d-4198-88fe-c55166147dbb/,Je lui ai envoyé le lien de la page de recherche et elle a pu visualiser correctement,Plate-forme Web V2,6/4/2021,,,Mineur,,Chrome 89.0.4389.114Windows 10,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,,,ccas@loroux-bottereau.fr ,Professionnel de l'action sociale,Du CCAS de Loroux-Bottereau ,qu'elle apparaisse,Plate-forme Web V2,2/4/2021,307-BUG - Fiche non trouvable dans la recherche,,Majeur,,,"j'ai vérifié au téléphone avec elle et fais la même chose: elle a mis ""loroux bottereau"" dans la localisation, deux résultats apparaissent mais pas le CCAS. J'ai fait la même recherche en direct sur mon ordi et j'ai eu 3 résultats dont le CCAS. Elle est sur google chrome.",Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Théo Dumouchel,,,Professionnel de l'action sociale,Mairie de Montreuil,"Qu'il soit possible de modifier son mot de passe lorsqu'on a un compte pro.
Même sans vider son cache.",Plate-forme Web V2,2/4/2021,98-BUG modification de mot de passe,,Majeur,,Ce bug risque de mettre en péril un partenariat important.,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Théo Dumouchel,,,Equipe Soliguide,,Que toutes les fiches nouvellement ajoutées apparaissent dans la recherche et dans /manage.,Plate-forme Web V2,2/4/2021,307-BUG - Fiche non trouvable dans la recherche,,Majeur,,J'ai mis impact majeur car cela me demande trop d'heures de travail supplémentaires pour récupérer des informations à la main pour les mettre sur une liste demandée par un financeur ; en sachant que ce problème n'existait pas avant. ,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Lucie Quesado,Serge Rue srue.iae@federationcaritasalsace.org,,Equipe Soliguide,,"Que le ""bad_request"" ne soit plus :)",Plate-forme Web V2,30/3/2021,308-Invitation compte pro ,,Majeur,image.png (https://dl.airtable.com/.attachments/6b0c95285e33432f0ad9da0366e07deb/9c1bce14/image.png),J'aimerai bien être informée dès lors que c'est réglé :),,Traité,,Bug,,,,,4/11/2021 12:07pm,,
,Lorène Kiény,,,Equipe Soliguide,,"ETQ administrateur, 
Lorsque je souhaite inviter un nouveau collaborateur
Alors 
1/ je peux remplir le formulaire d'ajout d'un nouveau collaborateur
2/ valider ce formulaire qui va lui envoyé un mail
3/ avoir un message de validation comme quoi mon invitation à bien été envoyé
",Plate-forme Web V2,29/3/2021,308-Invitation compte pro ,,Majeur,Capture d’écran 2021-03-29 à 09.46.18.png (https://dl.airtable.com/.attachments/c331c6fd99e527fd0d84089cfa6fc063/b7174e08/Capturedecran2021-03-29a09.46.18.png),,,Traité,,Bug,,,,,4/11/2021 12:07pm,,
