Nom du partenaire,Contact,Compte-rendu,Tags,Statut du partenariat,Domaine d'activité,Site,Opportunités,Adresse,Informations complémentaires,Rattachement à un partenaire national,Département (from CR),Département (from Contact),Département (from partenaires),Created
Hôpital privé Armand Brillard,MME COLY ,,Orientation MPLI,,,,,"3 AV Watteau, 94130 Nogent sur Marne",,,,Val-de-Marne,,2/11/2021
Humanity Diaspo,,CR  Rana Hamra Humanity Diaspo 2021-01-22T10:31:25.000Z,"Soliguide,API",,,https://www.humanitydiaspo.org/,,,,,,,,22/1/2021
IESTS 06,Philippe FOFANA,CR  Philippe FOFANA IESTS 06 2021-11-09T14:34:51.000Z,"Soliguide,Communication",,,,,,,,Alpes-Maritimes,Alpes-Maritimes,Alpes-Maritimes,9/11/2021
iii-Financements,"Otheman Ghalaimia ,Otheman Ghalaimia",CR  Otheman Ghalaimia  iii-Financements 2021-04-02T15:55:54.000Z,Experts,,Conseil en levée de fonds publics,,,,,,,,,2/4/2021
INCO,,,Financeur,,,,INCO,,,,,,,5/3/2020
Infoxchange,"David Spriggs,Ben Shaw","""CR  David Spriggs, Ben Shaw Infoxchange 2022-01-20T15:17:12.000Z""",Soliguide,,,infoxchange.org/au,,,,,,,,20/1/2022
INSEE,Thomas Lellouch,CR  Thomas Lellouch INSEE 2021-12-16T20:44:50.000Z,"Solinum,Soliguide,Partenariat souhaité,Financeur",Souhaité,Etudes,https://www.insee.fr/fr/accueil,,,,,,,,16/12/2021
INSERFAC,,CR  Emilie Ménard INSERFAC 2021-07-21T16:04:14.000Z,"Soliguide,Opérationnel,Co-construction,Insertion MPLI",Souhaité,Projet et accompagnement de chantiers d'insertion ,,,"Clermont-Ferrand, Rions et Thiers",,,Puy-de-Dôme,,,21/7/2021
Institut de France,Maylis SOUVILLE,,Financeur,,,,,,,,,,,23/6/2021
Institut de réadapatation d'Achères,LABRANA France-lise,,Orientation MPLI,,,,,"7 PL Simone Veil, 78260 Achères",,,,Yvelines,,2/11/2021
Institut Paris Région,Camille Bailly,CR  Camille Bailly Institut Paris Région 2021-12-16T20:28:25.000Z,"Soliguide,Solinum",En cours (contact/actions régulières),Etudes,https://www.institutparisregion.fr/,,,,,,,"Paris,Seine-et-Marne,Seine-Saint-Denis,Val-de-Marne,Val-d'Oise,Yvelines,Hauts-de-Seine,Essonne",16/12/2021
ISN (Inter Secours Nice) Alimentation,,CR   ISN (Inter Secours Nice) Alimentation 2022-01-26T18:03:29.000Z,,,,,,,,,Alpes-Maritimes,,,26/1/2022
ISN (Inter Secours Nice) Alimentation ,Marie-Louise Fénart ,,"Soliguide,Opérationnel",,,,,,,,,Alpes-Maritimes,,26/1/2022
IUT Université de Paris ,Marie-Paule Prudhomme,CR  Marie-Paule Prudhomme IUT Université de Paris  2021-08-09T12:36:32.000Z,"Solinum,Partenariat souhaité,Co-construction",,Formation ,https://iutparis-seine.u-paris.fr/metiers-du-social-socioculturel/diplome-universitaire-de-technologie-carrieres-sociales/,,,,,Paris,,,9/8/2021
Jeune chambre internationale montpellier,,CR  Julie Gaillard Jeune chambre internationale montpellier 2021-02-10T18:28:40.000Z,Soliguide,,,,,,,,Hérault,,,10/2/2021
jeveuxaider.gouv,,"CR  Joe Achkar jeveuxaider.gouv 2021-05-11T09:12:01.000Z,CR  Joe Achkar jeveuxaider.gouv 2021-11-19T14:24:13.000Z","Communication,Mécénat/bénévolat",En cours (contact/actions régulières),,,,,,,,,,11/5/2021
Johanne Fora-Porthault,Johanne For-Porthault,CR  Johanne For-Porthault Johanne Fora-Porthault 2021-11-22T18:28:12.000Z,Solinum,,Chargée d'innovation à la mairie de Clamart,,,,,,,,,22/11/2021
Kaouçar GHARBI,Kouçar GHARBI,,"Orientation MPLI,Merci pour l'invit'",Contacté/ en négociation,Aide à la mise en conformité - RGPD,,,,,,,,,3/12/2021
Keeo (/CHTR),,,API,,,,,,,,,,,25/3/2021
KiMSO,"Claire de Rocquigny,Samia Cordelle","""CR  Samia Cordelle, Claire de Rocquigny KiMSO 2021-07-18T22:01:14.000Z"",""CR  Samia Cordelle, Claire de Rocquigny KiMSO 2021-08-25T10:19:37.000Z"",CR  Claire de Rocquigny KiMSO 2021-09-14T13:38:28.000Z","Solinum,Soliguide,Experts,Prestataire",,Mesure d'impact,https://www.kimso.fr/,,,,,,,,18/7/2021
Kolabee,Adrien Reverdy,CR  Adrien Reverdy Kolabee 2021-11-16T18:23:04.000Z,Mécénat/bénévolat,,,,,,,,,,,16/11/2021
Kunbis,Igor Lapaj,CR  Igor Lapaj Kunbis 2021-12-21T14:07:43.000Z,"Solinum,Mécénat/bénévolat",En cours (contact/actions régulières),,,,,,,,,,21/12/2021
L'ESI-La Maison dans la rue - CASP,Yazid Hamzaoui,,Orientation MPLI,,Action sociale - accueil de jour ,https://fep.asso.fr/membre/casp-la-maison-dans-la-rue-esi/,,18 rue de Picpus 75012 PARIS,,,,Paris,,2/11/2021
L'usine nouvelle,,,Financeur,,,https://evenements.infopro-digital.com/usinenouvelle/#/,"""Trophée des ingénieurs du
  futur
  http://evenements.infopro-digital.com/usinenouvelle/trophee-trophees-des-ingenieurs-du-futur-2017-6239""",,,,,,,3/2/2021
L’ASPSH (Association Paroissiale Saint-Hyppolyte),,,Locaux,,,https://www.saint-hippolyte.net/?page_id=5451,,"27 Avenue de Choisy, 75013 Paris","Capacité d'accueil/Matériel
> Salles de 10 à 180 personnes

Prix
> En attente de tarifs 

Personne à contacter
>01 44 24 09 58
",,,,,20/4/2021
La Cloche,"Margaux Gaillard,Claire Estienne",CR  Margaux Gaillard La Cloche 2020-12-18T13:31:27.000Z,"Communication,Opérationnel",En cours (contact/actions régulières),,,,,,,,,,20/1/2021
La compagnie générale des autres,Sébastien Poulet-Goffard,"CR  Sébastien Poulet-Goffard La compagnie générale des autres 2021-11-10T17:17:21.000Z,CR  Sébastien Poulet-Goffard La compagnie générale des autres 2021-12-01T15:11:50.000Z,CR  Sébastien Poulet-Goffard La compagnie générale des autres 2021-12-13T19:39:52.000Z",Solinum,,Emergence de projet solidaire,http://lacompagniegeneraledesautres.co/,,,,,Seine-Saint-Denis,Seine-Saint-Denis,,10/11/2021
La Cravate Solidaire ,"Amanda Cousy ,Lise Jarroir",,"Merci pour l'invit',Insertion MPLI",En cours (contact/actions régulières),Insertion professionnelle ,https://lacravatesolidaire.org/la-cravate-solidaire-dans-le-monde/la-cravate-solidaire-bordeaux/,,Avenue des 40 Journaux 33800 Pessac,"Partenariat ""informel"" : nous sommes prescripteurs vers leurs ateliers pour les femmes que nous accompagnons   ",,,"Gironde,Gironde",,8/11/2021
La Maison de Marthe et Marie ,Marie Le Campion,"CR  Marie Le Campion La Maison de Marthe et Marie  2021-04-09T09:24:27.000Z,CR  Marie Le Campion La Maison de Marthe et Marie  2022-01-27T15:40:01.000Z",Merci pour l'invit',Souhaité,MPLI,https://www.martheetmarie.fr/,,,,,"Loire-Atlantique,Loire-Atlantique",,,9/4/2021
La maison Lazare de Nantes,"Victor BRUNIER,Clotilde","CR  Victor BRUNIER La maison Lazare de Nantes 2021-06-03T10:32:29.000Z,CR  Clotilde La maison Lazare de Nantes 2021-06-23T15:02:59.000Z","Merci pour l'invit',Opérationnel",,hébergement ,https://lazare.eu/maisons/maison-de-nantes/,,,,,"Loire-Atlantique,Loire-Atlantique",,,3/6/2021
La nuit du bien commun,"Stanislas Billot de Lochner  ,Claire d'Harcourt ,Thibault FARRENQ ",,Financeur,A relancer,,https://lanuitdubiencommun.com/,"La nuit du bien commun,La Nuit du Bien Commun Paris 2021",,,,,,,3/2/2021
La Plateforme Emploi,M. Onay,,Soliguide,,Emploi et insertion professionnelle,,,"333 avenue Victor Hugo, Valence",,,,,,1/9/2021
La R'ssource,William Charters-Rowe,,"Merci pour l'invit',Orientation MPLI",Non souhaité,Accueil de jour et accompagnement social,https://www.facebook.com/La-Rssource-1581976978518343/,,"124 Boulevard Dalby, 44000 Nantes",,,,Loire-Atlantique,Loire-Atlantique,5/11/2021
La Ruche,"Gaspard LEFEVRE,Sophie Vannier",CR  Sophie Vannier La Ruche 2021-03-05T14:38:58.000Z,"Communication,Experts,Locaux",En cours (contact/actions régulières),Entrepreunariat responsable,https://la-ruche.net/,Les ambitieuses,,,,,,,28/1/2020
La Ruche - Rennes,Corentin KEROMEN,CR  Corentin KEROMEN La Ruche - Rennes 2021-10-22T11:18:13.000Z,Locaux,,"Coworking, incubation",https://la-ruche.net/,,"19 rue Louis Kerautret Botmel, 35000, Rennes.",,,Ille-et-Vilaine,,,22/10/2021
La tribune,,,Communication,,,,,,,,,,,7/10/2020
Labo ESS,,CR  Florian Laboulais Labo ESS 2021-04-12T11:49:17.000Z,Soliguide,,Précarité alimentaire,https://www.lelabo-ess.org,,,,,,,,12/4/2021
Le bus des Femmes de Paris,Béatrice Maraillet,CR  Béatrice Maraillet Le bus des Femmes de Paris 2021-11-26T17:21:15.000Z,Orientation MPLI,Souhaité,TRAVAILLER AVEC ET POUR LES PERSONNES PROSTITUÉES,https://busdesfemmes.org/,,58 rue des Amandiers 75020 Paris,,,Paris,,Paris,26/11/2021
Le Collectif la maison du libre (Nantes),Mathieu Gonnet,CR  Mathieu Gonnet Le Collectif la maison du libre (Nantes) 2021-06-24T14:03:31.000Z,"Soliguide,Co-construction,API",,numérique et précarité,https://www.alamaisondulibre.org/,,,,,Loire-Atlantique,,,24/6/2021
Le Compas,Ugo SOUDRIE,CR  Ugo SOUDRIE Le Compas 2021-12-16T13:57:06.000Z,Solinum,,Centre d'observation de la société et analyse de besoins sociaux,http://www.lecompas.fr/,,,,,,,,16/12/2021
Le Filon,"Sébastien Geronimi,Cécile Tarchini,Soline Payan,RECCHIA Hélène,Marjorie Fauché",,"Merci pour l'invit',Orientation MPLI",,"Lutte contre l'exclusion des femmes SDF, accueil, écoute, orientation et accompagnement",https://www.le-filon.org/,,,,,,"Paris,Paris,Paris,Paris,Paris",,3/2/2021
Le Pain de l'amitié,,,Soliguide,En cours (contact/actions régulières),Restaurant social - Société Saint Vincent de Paul,https://www.ssvp.fr/le-pain-de-lamitie/,,,,,,,,3/2/2021
Leetchi,Audeline Maire ,CR  Audeline Maire  Leetchi 2021-12-08T09:49:46.000Z,,Souhaité,Dons ,https://www.leetchi.com/,,,,,,,,8/12/2021
Les Entreprises pour la Cité,,,"Soliguide,Autre",En cours (contact/actions régulières),,,"PIC 94 - 2020,PIC 94 - 2021,PIC 94 - 2022,PIC 94 - 2023",,Projet LEVIER (PIC),,,,Val-de-Marne,14/1/2022
Les femmes de l'économie,Esther LIVIO,,Financeur,,"Les femmes, la mise en réseau, l'innovation, l'inclusion",https://www.femmes-economie.com/,"Trophée femme de l'économie,Trophée femmes de l'économie",,,,,,,23/3/2020
Les Hébergeurs Solidaires de Bordeaux ,,,"Merci pour l'invit',Opérationnel,Co-construction",Contacté/ en négociation,Hébergement solidaire de MNA,https://www.facebook.com/HebergeurSolidaireBordeaux/,,,,,,,Gironde,20/1/2022
LinkedOut - Association Entourages,Isaure Pierens,,"Merci pour l'invit',Insertion MPLI",,Réseau qui permet la réinsertion professionnelle,https://www.linkedout.fr/,,,,,,,,3/2/2021
Lum1,Maxime DUVAL,CR  Maxime DUVAL Lum1 2021-11-10T09:28:48.000Z,Solinum,,L'annuaire collaboratif des professionnels du social et de la santé,https://lum1.fr/,,,,,"Indre,Charente-Maritime",,,10/11/2021
Ma Belle Tribu - CASDEN,,,Financeur,,Don en ligne pour les projets solidaires,https://www.mabelletribu.fr/,,,,,,,,19/2/2020
Madame Amal Taour Alves ,Madame Amal Taour Alves ,CR   Madame Amal Taour Alves  2021-08-13T16:06:42.000Z,,,,,,,,,,,,16/8/2021
Mairie de Merpins,Didier Gallau,"""CR  Didier Gallau, Hélène GINGAST, Luc Viart, Isabelle Rioux, Maxime Barreau, Fabienne REJOU Conseil départemental Charente, Sous-préfecture de Charente, Mairie de Merpins 2022-01-20T12:14:21.000Z""",,,,,,,,,Charente,Charente,,20/1/2022
Mairie de secteur 2/3 Marseille,"Emilia Sinsoilliez,Thomas LAFFARE","CR  Emilia Sinsoilliez Mairie de secteur 2/3 Marseille 2021-09-02T09:00:10.000Z,""CR  Emilia Sinsoilliez, Thomas LAFFARE Mairie de secteur 2/3 Marseille 2021-09-30T13:43:36.000Z""",,,,,,,,,"Bouches-du-Rhône,Bouches-du-Rhône",Bouches-du-Rhône,,29/9/2021
Mairie du 3ème arrondissement de marseille,,"""CR  Pierre-Olivier Dolino, Emilia Sinsoilliez, Elsa Ferri-Battini, Axelle Cuny, BLENY Louise Action contre la faim France, Banque alimentaire 13, Préfecture des Bouches-du-rhône (13), Mairie du 3ème arrondissement de marseille 2021-06-10T16:52:39.000Z"",CR  Emilia Sinsoilliez Mairie du 3ème arrondissement de marseille 2021-09-15T13:03:46.000Z","Soliguide,Financeur",,,,,,,,"Bouches-du-Rhône,Bouches-du-Rhône",,,10/6/2021
Maison de la Vie Associative et Citoyenne Paris 13,,,Locaux,En cours (contact/actions régulières),,https://mairie13.paris.fr/pages/maison-des-associations-10747,,"11 Rue Caillaux, 75013 Paris","Capacité d'accueil/Matériel
> Salle avec une capacité maximale de 12 personnes

Prix
> Mise à disposition gratuite uniquement pour des formations

Personne à contacter
> ddct-bva-maison-associations-13@paris.fr
",,,,,22/1/2021
Maison Lazare de Bordeaux,"Victor BRUNIER,Arthur et Sibylle Fouan",,"Merci pour l'invit',Opérationnel",Contacté/ en négociation,Hébergement solidaire ,https://www.lazare.eu/maisons/maison-de-bordeaux/,,,,,,Gironde,,15/11/2021
Makesense,"Karell Herzog,Jean-Christophe Perrin,Léo ANIESA","CR  Jean-Christophe Perrin Makesense 2021-07-22T09:49:24.000Z,CR  Léo ANIESA Makesense 2021-09-13T15:09:03.000Z","Locaux,Communication,Merci pour l'invit',Experts",En cours (contact/actions régulières),,,Test&learn Insertions - makesense,"11 Rue Biscornet, 75012 Paris","Capacité d'accueil/Matériel
> Espace pour les personnes travaillant sur le projet MPLI

Prix
> Mise à disposition gratuite

Personne à contacter
> ",,,,,1/4/2021
MaMaMa,"Marguerite Delalonde ,Marguerite Delalonde",CR  Marguerite Delalonde  MaMaMa 2021-03-30T14:53:55.000Z,"Soliguide,Opérationnel",A relancer,Soliguide,https://www.asso-mamama.fr/home-fr,,,,,"Paris,Seine-Maritime,Val-de-Marne",,,29/3/2021
MANO,Sébastien Le Goff,CR  Guillaume Demirhan MANO 2021-09-22T16:28:57.000Z,Soliguide,,,,,,,,,,,22/6/2021
Marie FABREGAT,Marie FABREGAT,"CR  Marie FABREGAT Marie FABREGAT 2021-08-05T09:40:43.000Z,CR  Marie FABREGAT Marie FABREGAT 2021-08-31T13:47:40.000Z",Solinum,,Avocate,https://www.linkedin.com/in/mariefabregat/?originalSubdomain=fr,,m.fabregat@fabregat-avocats.com,Experte rencontrée via Antropia ESSEC pour du pro-bono juridique.,,Indre,,,5/8/2021
Martine Mounier,Martine Mounier,CR  Martine Mounier Martine Mounier 2021-08-03T09:38:47.000Z,Merci pour l'invit',A relancer,"Projet de création d'une ""coloc solidaire"" pour femmes avec enfants",,,Lège Cap Ferret ,,,Gironde,Gironde,,3/8/2021
Maryline Robalo,,CR   Maryline Robalo 2021-10-12T07:49:54.000Z,"Soliguide,Merci pour l'invit',Communication",Contacté/ en négociation,,https://www.cyclavenir.com/,,cyclavenir@gmail.com,,,,,,12/10/2021
MASE (Le Mouvement d'Actions Sociales Etudiantes) INSA Toulouse,Emma Labbus,CR  Emma Labbus MASE (Le Mouvement d'Actions Sociales Etudiantes) INSA Toulouse 2021-07-16T17:25:48.000Z,,,,,,,,,Haute-Garonne,Haute-Garonne,,16/7/2021
MBA Mutuelle,,,Financeur,,"Soutien aux association solidarité, santé, développement durable",https://www.mbamutuelle.com/,"Asso' de coeur 2019,Asso' de coeur 2020,Asso de coeur 2022",,,,,,,19/2/2020
MDS de Gironde,,,Soliguide,Terminé,,https://www.gironde.fr/acteurs-jeunesse/les-ressources/maisons-du-departement-des-solidarites,,,,,,,,3/2/2021
MDSI Bordeaux Saint Jean,Karin GUILLARD,,"Merci pour l'invit',Orientation MPLI",Terminé,,,,,,,,Gironde,,4/11/2021
MDSI de Lormont,,,"Merci pour l'invit',Orientation MPLI",Terminé,,,,,,,,,,8/11/2021
Mesurez votre impact (Croix rouge x Groupe SOS),"Marie-Agnès Tur,Damien Héron","""CR  Damien Héron, Marie-Agnès Tur Mesurez votre impact (Croix rouge x Groupe SOS) 2021-07-18T21:51:35.000Z""","Solinum,Soliguide,Experts,Prestataire",,Mesure d'impact,http://www.mesurez-votre-impact.fr/,,,Contacté dans le cadre du benchmark des cabinets de mesure d'impact (déploiement national),,,,,18/7/2021
Métropole d'Aix Marseille Provence ,"Rehda CALIFANO ,Marie-Laure COMITI ",CR  Marie-Laure COMITI  Métropole d'Aix Marseille Provence  2021-12-08T17:01:25.000Z,Soliguide,Contacté/ en négociation,,,Fonds d'Aide aux Jeunes Collectif ,,,,Bouches-du-Rhône,"Bouches-du-Rhône,Bouches-du-Rhône",Bouches-du-Rhône,8/12/2021
Métropole de Grenoble,Mélanie Collet,CR  Mélanie Collet Métropole de Grenoble 2021-05-03T10:05:56.000Z,Soliguide,,,,,,,,Isère,,,3/5/2021
Métropole de lyon,"Anthony Angelot, Karine Chaumienne,Karine Chaumienne,Patrick Vincent,Catherine Bodet","""CR  Anthony Angelot, Patrick Vincent Métropole de lyon 2021-06-03T12:04:14.000Z"",CR  Catherine Bodet Métropole de lyon 2021-11-22T09:57:29.000Z","Financeur,Soliguide",,,,,,,,"Rhône,Rhône",Rhône,,3/6/2021
Métropole de Montpellier,,"""CR   Métropole de Montpellier, Ville de Montpellier 2021-10-22T13:36:04.000Z""",Soliguide,,,,,,,,Hérault,,,22/10/2021
Métropole de Nantes,,,Financeur,,,,ESS Nantes factory,,,,,,,5/3/2020
Métropole de Nice,,,,,Institution,,,,,,,,,26/8/2021
Métropole du Mans,Quentin Portier,"""CR  Quentin Portier, Yves Calippe  Ville du Mans, Métropole du Mans 2021-06-15T12:20:53.000Z""","Solinum,Financeur,Co-construction",,Gouvernance publique,http://www.lemans.fr,,,,,Sarthe,,,15/6/2021
Métropole Européenne de Lille,"Marie Normand ,Marc Lubeth,Céline Herbain,Marjolaine Baty ","""CR  Marie Normand , Marc Lubeth Métropole Européenne de Lille 2021-10-05T14:56:47.000Z"",""CR  Marjolaine Baty , Emilie Mamcarz, Jérôme Rybinski, Pascale Stoven, Céline Herbain, Anne Carriou, Marie RICAUD-SOULAN , Rodolphe Dumoulin DREETS Hauts de France , DDETS Nord (59), SIAO 59 - CMAO, Métropole Européenne de Lille, DREAL Hauts-de-France 2021-11-23T15:49:43.000Z"",""CR  Emilie Mamcarz, Céline Herbain DREETS Hauts de France , Métropole Européenne de Lille 2021-12-08T14:39:15.000Z"",""CR  Anne Carriou, Céline Herbain, Emilie Mamcarz, Grégory Laurent DDETS Nord (59), DREAL Hauts-de-France, Métropole Européenne de Lille 2022-01-17T17:17:41.000Z""","Soliguide,Partenariat souhaité,Co-construction",Contacté/ en négociation,,https://www.lillemetropole.fr/,,"2, boulevard des Cités Unies CS 70043 59040 Lille Cedex ",,,"Nord,Nord,Nord,Nord","Nord,Nord,Nord,Nord",,5/10/2021
Métropole Rouen Normandie ,"Romuald Folleas,Anne-Laure Delauny",CR  Romuald Folleas Métropole Rouen Normandie  2021-10-20T08:43:41.000Z,"Soliguide,Co-construction",,,https://www.metropole-rouen-normandie.fr/,,"108 Allée François Mitterand, 76006, Rouen",,,Seine-Maritime,,,20/10/2021
Mie de Pain,Marie BEDACIER,,Locaux,En cours (contact/actions régulières),,,,,,,,,,22/6/2021
Miniila,,"CR   Miniila 2021-01-20T11:46:46.000Z,CR   Miniila 2021-01-20T11:47:41.000Z",Soliguide,,,,,,,,,,,20/1/2021
Ministère de l'éducation nationale et de la jeunesse,,,Financeur,,"jeunesse, sports, vie associative",,Soutien aux partenariats de recherche des associations,,,,,,,27/4/2020
Ministère de la santé et des solidarités,"Corinne Ehrhart,Clarita BENY",,,,,,"France relance - 2021 fonctionnement,France relance - 2021 investissement,France relance - 2022 fonctionnement,France relance - 2022 Investissement",,"Autres contacts dans le cadre du plan de relance 
JOLLY, Daniel (DGCS/SERVICE DES POLITIQUES D APPUI/5EME SOUSDIR)"" <daniel.jolly@social.gouv.fr>,
""GRASSART, Martine (DGCS/SERVICE DES POLITIQUES D APPUI/5EME SOUSDIR)"" <Martine.GRASSART@social.gouv.fr>,
""BARAST, Corinne (DGCS/SERVICE DES POLITIQUES D APPUI/5EME SOUSDIR)"" <Corinne.BARAST@social.gouv.fr>,
""BERNARD, Christophe (DGCS/SERVICE DES POLITIQUES D APPUI/5EME SOUSDIR)"" <Christophe.BERNARD@social.gouv.fr>,
""COUAILLIER, Isabelle (DGCS/SERVICE DES POLITIQUES SOCIALES ET MEDICO SOCIALES/1ERE SOU)"" <Isabelle.COUAILLIER@social.gouv.fr>",,,,,23/8/2021
"Mission Égalité, Diversité, Citoyenneté de la ville de Bordeaux","Marie Daniel,Mahé Giraud","""CR  Marie Daniel """"Mission Égalité, Diversité, Citoyenneté de la ville de Bordeaux"""" 2021-04-23T14:51:06.000Z"",""CR  Marie Daniel, Harmonie Lecerf """"Mission Égalité, Diversité, Citoyenneté de la ville de Bordeaux"""" 2021-07-14T15:53:12.000Z"",""CR  Marie Daniel """"Mission Égalité, Diversité, Citoyenneté de la ville de Bordeaux"""" 2021-11-17T09:21:20.000Z""",Merci pour l'invit',En cours (contact/actions régulières),,,,,,,"Gironde,Gironde,Gironde",Gironde,,23/4/2021
